,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,24749,2,2,Denmark;Copenhagen,2016-01-01,149,0.963,0.55
9997,34746,8,6,Germany;Dresden,2016-10-22,117,0.981,0.55
9998,34747,10,5,Germany;Berlin,2016-10-22,113,0.981,0.55
9999,34748,3,5,Germany;Berlin,2016-10-22,103,0.981,0.55
10000,34749,8,1,Czech republic;Prague,2016-10-22,95,0.981,0.4
10001,34750,7,5,Germany;Berlin,2016-10-22,94,0.981,0.4
10002,34751,3,3,Czech republic;Brno,2016-10-22,93,0.981,0.4
10003,34752,11,1,Czech republic;Prague,2016-10-22,91,0.981,0.4
10004,34753,7,5,Germany;Berlin,2016-10-22,89,0.981,0.4
10005,34754,7,7,Germany;Frankfurt,2016-10-22,87,0.981,0.4
10006,34755,5,6,Germany;Dresden,2016-10-22,84,0.981,0.4
10007,34756,3,7,Germany;Frankfurt,2016-10-22,80,0.981,0.4
10008,34757,3,1,Czech republic;Prague,2016-10-22,76,0.981,0.4
10009,34758,2,3,Czech republic;Brno,2016-10-22,76,0.981,0.4
10010,34759,7,7,Germany;Frankfurt,2016-10-22,75,0.981,0.15
10011,34760,10,3,Czech republic;Ostrava,2016-10-22,72,0.981,0.15
10012,34761,4,7,Germany;Frankfurt,2016-10-22,70,0.981,0.15
10013,34762,8,4,Germany;Frankfurt,2016-10-22,68,0.981,0.15
10014,34763,10,4,Germany;Frankfurt,2016-10-22,65,0.981,0.15
10015,34764,5,7,Germany;Frankfurt,2016-10-22,63,0.981,0.15
10016,34765,10,2,Denmark;Copenhagen,2016-10-22,59,0.981,0.15
10017,34766,10,4,Germany;Frankfurt,2016-10-22,49,0.981,0.15
10018,34767,8,5,Germany;Berlin,2016-10-22,40,0.981,0.15
10019,34768,1,4,Germany;Frankfurt,2016-10-22,34,0.981,0.15
10020,34769,2,5,Germany;Berlin,2016-10-22,32,0.981,0.15
10021,34770,9,5,Germany;Berlin,2016-10-22,32,0.981,0.15
10022,34771,9,2,Denmark;Copenhagen,2016-10-22,30,0.981,0.15
10023,34772,6,6,Germany;Dresden,2016-10-22,30,0.981,0.15
10024,34773,8,5,Germany;Berlin,2016-10-22,26,0.981,0.15
10025,34774,6,5,Germany;Berlin,2016-10-22,24,0.981,0.01
10026,34775,5,6,Germany;Dresden,2016-10-22,23,0.981,0.01
10027,34776,11,3,Czech republic;Ostrava,2016-10-22,23,0.981,0.01
10028,34777,6,6,Germany;Dresden,2016-10-22,19,0.981,0.01
10029,34778,11,5,Germany;Berlin,2016-10-22,17,0.981,0.01
10030,34779,9,7,Germany;Frankfurt,2016-10-22,11,0.981,0.01
10031,34780,10,1,Czech republic;Prague,2016-10-22,11,0.981,0.01
10032,34781,8,5,Germany;Berlin,2016-10-22,10,0.981,0.0
10033,34782,6,2,Denmark;Copenhagen,2016-10-22,8,0.981,0.0
10034,34783,8,5,Germany;Berlin,2016-10-22,7,0.981,0.0
10035,34784,10,5,Germany;Berlin,2016-10-22,5,0.981,0.0
10036,34785,9,5,Germany;Berlin,2016-10-22,4,0.981,0.0
10037,34786,3,5,Germany;Berlin,2016-10-22,2,0.981,0.0
10038,34787,9,1,Czech republic;Prague,2016-10-25,150,0.983,0.55
10039,34788,7,5,Germany;Berlin,2016-10-25,148,0.983,0.55
10040,34789,2,5,Germany;Berlin,2016-10-25,146,0.983,0.55
10041,34790,7,7,Germany;Frankfurt,2016-10-25,145,0.983,0.55
10042,34791,4,4,Germany;Frankfurt,2016-10-25,140,0.983,0.55
10043,34792,3,6,Germany;Dresden,2016-10-25,136,0.983,0.55
10044,34793,2,5,Germany;Berlin,2016-10-25,133,0.983,0.55
10045,34794,2,7,Germany;Frankfurt,2016-10-25,129,0.983,0.55
10046,34795,5,2,Denmark;Copenhagen,2016-10-25,117,0.983,0.55
10047,34796,3,3,Czech republic;Brno,2016-10-25,115,0.983,0.55
10048,34797,2,7,Germany;Frankfurt,2016-10-25,107,0.983,0.55
10049,34798,2,5,Germany;Berlin,2016-10-25,103,0.983,0.55
10050,34799,11,6,Germany;Dresden,2016-10-25,102,0.983,0.55
10051,34800,4,5,Germany;Berlin,2016-10-25,98,0.983,0.4
10052,34801,1,5,Germany;Berlin,2016-10-25,97,0.983,0.4
10053,34802,4,3,Czech republic;Brno,2016-10-25,96,0.983,0.4
10054,34803,7,5,Germany;Berlin,2016-10-25,96,0.983,0.4
10055,34804,8,6,Germany;Dresden,2016-10-25,96,0.983,0.4
10056,34805,8,7,Germany;Frankfurt,2016-10-25,95,0.983,0.4
10057,34806,11,2,Denmark;Copenhagen,2016-10-25,95,0.983,0.4
10058,34807,9,3,Czech republic;Ostrava,2016-10-25,83,0.983,0.4
10059,34808,1,3,Czech republic;Brno,2016-10-25,69,0.983,0.15
10060,34809,2,7,Germany;Frankfurt,2016-10-25,57,0.983,0.15
10061,34810,5,2,Denmark;Copenhagen,2016-10-25,56,0.983,0.15
10062,34811,2,5,Germany;Berlin,2016-10-25,55,0.983,0.15
10063,34812,9,5,Germany;Berlin,2016-10-25,52,0.983,0.15
10064,34813,8,2,Denmark;Copenhagen,2016-10-25,49,0.983,0.15
10065,34814,9,1,Czech republic;Prague,2016-10-25,49,0.983,0.15
10066,34815,4,5,Germany;Berlin,2016-10-25,49,0.983,0.15
10067,34816,5,2,Denmark;Copenhagen,2016-10-25,46,0.983,0.15
10068,34817,1,7,Germany;Frankfurt,2016-10-25,35,0.983,0.15
10069,34818,2,4,Germany;Frankfurt,2016-10-25,34,0.983,0.15
10070,34819,9,7,Germany;Frankfurt,2016-10-25,28,0.983,0.15
10071,34820,9,5,Germany;Berlin,2016-10-25,25,0.983,0.01
10072,34821,7,7,Germany;Frankfurt,2016-10-25,23,0.983,0.01
10073,34822,10,5,Germany;Berlin,2016-10-25,21,0.983,0.01
10074,34823,5,4,Germany;Frankfurt,2016-10-25,21,0.983,0.01
10075,34824,9,2,Denmark;Copenhagen,2016-10-25,21,0.983,0.01
10076,34825,5,5,Germany;Berlin,2016-10-25,20,0.983,0.01
10077,34826,10,2,Denmark;Copenhagen,2016-10-25,16,0.983,0.01
10078,34827,4,7,Germany;Frankfurt,2016-10-25,15,0.983,0.01
10079,34828,5,6,Germany;Dresden,2016-10-25,14,0.983,0.01
10080,34829,1,7,Germany;Frankfurt,2016-10-25,6,0.983,0.0
10081,34830,6,4,Germany;Frankfurt,2016-10-25,4,0.983,0.0
10082,34831,5,5,Germany;Berlin,2016-10-26,145,0.98,0.55
10083,34832,6,2,Denmark;Copenhagen,2016-10-26,137,0.98,0.55
10084,34833,10,7,Germany;Frankfurt,2016-10-26,137,0.98,0.55
10085,34834,6,6,Germany;Dresden,2016-10-26,132,0.98,0.55
10086,34835,10,2,Denmark;Copenhagen,2016-10-26,129,0.98,0.55
10087,34836,5,4,Germany;Frankfurt,2016-10-26,126,0.98,0.55
10088,34837,3,7,Germany;Frankfurt,2016-10-26,121,0.98,0.55
10089,34838,6,5,Germany;Berlin,2016-10-26,116,0.98,0.55
10090,34839,5,3,Czech republic;Brno,2016-10-26,110,0.98,0.55
10091,34840,11,4,Germany;Frankfurt,2016-10-26,92,0.98,0.4
10092,34841,3,3,Czech republic;Brno,2016-10-26,89,0.98,0.4
10093,34842,5,2,Denmark;Copenhagen,2016-10-26,80,0.98,0.4
10094,34843,5,5,Germany;Berlin,2016-10-26,78,0.98,0.4
10095,34844,3,7,Germany;Frankfurt,2016-10-26,76,0.98,0.4
10096,34845,4,7,Germany;Frankfurt,2016-10-26,71,0.98,0.15
10097,34846,7,7,Germany;Frankfurt,2016-10-26,65,0.98,0.15
10098,34847,7,7,Germany;Frankfurt,2016-10-26,64,0.98,0.15
10099,34848,2,7,Germany;Frankfurt,2016-10-26,64,0.98,0.15
10100,34849,2,1,Czech republic;Prague,2016-10-26,59,0.98,0.15
10101,34850,1,5,Germany;Berlin,2016-10-26,59,0.98,0.15
10102,34851,8,6,Germany;Dresden,2016-10-26,51,0.98,0.15
10103,34852,4,5,Germany;Berlin,2016-10-26,51,0.98,0.15
10104,34853,9,5,Germany;Berlin,2016-10-26,48,0.98,0.15
10105,34854,5,1,Czech republic;Prague,2016-10-26,42,0.98,0.15
10106,34855,5,5,Germany;Berlin,2016-10-26,41,0.98,0.15
10107,34856,9,5,Germany;Berlin,2016-10-26,40,0.98,0.15
10108,34857,8,7,Germany;Frankfurt,2016-10-26,35,0.98,0.15
10109,34858,2,1,Czech republic;Prague,2016-10-26,33,0.98,0.15
10110,34859,2,6,Germany;Dresden,2016-10-26,25,0.98,0.01
10111,34860,11,5,Germany;Berlin,2016-10-26,15,0.98,0.01
10112,34861,9,5,Germany;Berlin,2016-10-26,12,0.98,0.01
10113,34862,10,7,Germany;Frankfurt,2016-10-26,11,0.98,0.01
10114,34863,9,5,Germany;Berlin,2016-10-26,10,0.98,0.0
10115,34864,5,4,Germany;Frankfurt,2016-10-26,8,0.98,0.0
10116,34865,4,4,Germany;Frankfurt,2016-10-26,7,0.98,0.0
10117,34866,11,5,Germany;Berlin,2016-10-26,5,0.98,0.0
10118,34867,4,7,Germany;Frankfurt,2016-10-26,2,0.98,0.0
10119,34868,2,1,Czech republic;Prague,2016-10-27,150,0.978,0.55
10120,34869,8,1,Czech republic;Prague,2016-10-27,148,0.978,0.55
10121,34870,10,1,Czech republic;Prague,2016-10-27,143,0.978,0.55
10122,34871,8,2,Denmark;Copenhagen,2016-10-27,143,0.978,0.55
10123,34872,4,1,Czech republic;Prague,2016-10-27,133,0.978,0.55
10124,34873,5,7,Germany;Frankfurt,2016-10-27,133,0.978,0.55
10125,34874,5,7,Germany;Frankfurt,2016-10-27,132,0.978,0.55
10126,34875,10,5,Germany;Berlin,2016-10-27,130,0.978,0.55
10127,34876,8,6,Germany;Dresden,2016-10-27,121,0.978,0.55
10128,34877,10,5,Germany;Berlin,2016-10-27,116,0.978,0.55
10129,34878,7,7,Germany;Frankfurt,2016-10-27,113,0.978,0.55
10130,34879,11,4,Germany;Frankfurt,2016-10-27,113,0.978,0.55
10131,34880,6,7,Germany;Frankfurt,2016-10-27,113,0.978,0.55
10132,34881,8,7,Germany;Frankfurt,2016-10-27,112,0.978,0.55
10133,34882,11,5,Germany;Berlin,2016-10-27,111,0.978,0.55
10134,34883,11,3,Czech republic;Ostrava,2016-10-27,110,0.978,0.55
10135,34884,11,6,Germany;Dresden,2016-10-27,108,0.978,0.55
10136,34885,4,5,Germany;Berlin,2016-10-27,107,0.978,0.55
10137,34886,6,6,Germany;Dresden,2016-10-27,101,0.978,0.55
10138,34887,11,5,Germany;Berlin,2016-10-27,101,0.978,0.55
10139,34888,7,7,Germany;Frankfurt,2016-10-27,99,0.978,0.4
10140,34889,7,7,Germany;Frankfurt,2016-10-27,97,0.978,0.4
10141,34890,2,1,Czech republic;Prague,2016-10-27,94,0.978,0.4
10142,34891,7,5,Germany;Berlin,2016-10-27,94,0.978,0.4
10143,34892,5,5,Germany;Berlin,2016-10-27,86,0.978,0.4
10144,34893,10,5,Germany;Berlin,2016-10-27,85,0.978,0.4
10145,34894,4,7,Germany;Frankfurt,2016-10-27,83,0.978,0.4
10146,34895,9,7,Germany;Frankfurt,2016-10-27,79,0.978,0.4
10147,34896,8,1,Czech republic;Prague,2016-10-27,71,0.978,0.15
10148,34897,11,5,Germany;Berlin,2016-10-27,70,0.978,0.15
10149,34898,2,7,Germany;Frankfurt,2016-10-27,68,0.978,0.15
10150,34899,11,5,Germany;Berlin,2016-10-27,68,0.978,0.15
10151,34900,7,7,Germany;Frankfurt,2016-10-27,65,0.978,0.15
10152,34901,1,1,Czech republic;Prague,2016-10-27,61,0.978,0.15
10153,34902,6,5,Germany;Berlin,2016-10-27,49,0.978,0.15
10154,34903,10,5,Germany;Berlin,2016-10-27,47,0.978,0.15
10155,34904,10,1,Czech republic;Prague,2016-10-27,44,0.978,0.15
10156,34905,11,7,Germany;Frankfurt,2016-10-27,42,0.978,0.15
10157,34906,2,6,Germany;Dresden,2016-10-27,38,0.978,0.15
10158,34907,5,5,Germany;Berlin,2016-10-27,31,0.978,0.15
10159,34908,7,6,Germany;Dresden,2016-10-27,27,0.978,0.15
10160,34909,8,5,Germany;Berlin,2016-10-27,27,0.978,0.15
10161,34910,7,4,Germany;Frankfurt,2016-10-27,21,0.978,0.01
10162,34911,5,3,Czech republic;Brno,2016-10-27,17,0.978,0.01
10163,34912,7,1,Czech republic;Prague,2016-10-27,17,0.978,0.01
10164,34913,3,5,Germany;Berlin,2016-10-27,17,0.978,0.01
10165,34914,5,5,Germany;Berlin,2016-10-27,14,0.978,0.01
10166,34915,11,6,Germany;Dresden,2016-10-27,6,0.978,0.0
10167,34916,1,1,Czech republic;Prague,2016-10-27,2,0.978,0.0
10168,34917,10,5,Germany;Berlin,2016-10-27,1,0.978,0.0
10169,34918,2,1,Czech republic;Prague,2016-10-28,146,0.984,0.55
10170,34919,1,2,Denmark;Copenhagen,2016-10-28,134,0.984,0.55
10171,34920,6,2,Denmark;Copenhagen,2016-10-28,134,0.984,0.55
10172,34921,4,3,Czech republic;Brno,2016-10-28,125,0.984,0.55
10173,34922,3,7,Germany;Frankfurt,2016-10-28,123,0.984,0.55
10174,34923,11,5,Germany;Berlin,2016-10-28,120,0.984,0.55
10175,34924,11,2,Denmark;Copenhagen,2016-10-28,118,0.984,0.55
10176,34925,7,1,Czech republic;Prague,2016-10-28,108,0.984,0.55
10177,34926,3,7,Germany;Frankfurt,2016-10-28,107,0.984,0.55
10178,34927,8,3,Czech republic;Ostrava,2016-10-28,105,0.984,0.55
10179,34928,3,5,Germany;Berlin,2016-10-28,101,0.984,0.55
10180,34929,2,6,Germany;Dresden,2016-10-28,99,0.984,0.4
10181,34930,4,5,Germany;Berlin,2016-10-28,99,0.984,0.4
10182,34931,1,4,Germany;Frankfurt,2016-10-28,98,0.984,0.4
10183,34932,11,7,Germany;Frankfurt,2016-10-28,97,0.984,0.4
10184,34933,3,1,Czech republic;Prague,2016-10-28,96,0.984,0.4
10185,34934,1,7,Germany;Frankfurt,2016-10-28,94,0.984,0.4
10186,34935,3,5,Germany;Berlin,2016-10-28,93,0.984,0.4
10187,34936,1,5,Germany;Berlin,2016-10-28,91,0.984,0.4
10188,34937,2,5,Germany;Berlin,2016-10-28,90,0.984,0.4
10189,34938,10,5,Germany;Berlin,2016-10-28,87,0.984,0.4
10190,34939,7,7,Germany;Frankfurt,2016-10-28,84,0.984,0.4
10191,34940,2,3,Czech republic;Brno,2016-10-28,81,0.984,0.4
10192,34941,4,4,Germany;Frankfurt,2016-10-28,78,0.984,0.4
10193,34942,5,1,Czech republic;Prague,2016-10-28,75,0.984,0.15
10194,34943,10,7,Germany;Frankfurt,2016-10-28,73,0.984,0.15
10195,34944,11,4,Germany;Frankfurt,2016-10-28,73,0.984,0.15
10196,34945,10,7,Germany;Frankfurt,2016-10-28,71,0.984,0.15
10197,34946,3,7,Germany;Frankfurt,2016-10-28,68,0.984,0.15
10198,34947,5,5,Germany;Berlin,2016-10-28,67,0.984,0.15
10199,34948,2,2,Denmark;Copenhagen,2016-10-28,65,0.984,0.15
10200,34949,7,5,Germany;Berlin,2016-10-28,65,0.984,0.15
10201,34950,11,5,Germany;Berlin,2016-10-28,65,0.984,0.15
10202,34951,4,4,Germany;Frankfurt,2016-10-28,59,0.984,0.15
10203,34952,6,6,Germany;Dresden,2016-10-28,55,0.984,0.15
10204,34953,2,7,Germany;Frankfurt,2016-10-28,54,0.984,0.15
10205,34954,11,7,Germany;Frankfurt,2016-10-28,52,0.984,0.15
10206,34955,1,5,Germany;Berlin,2016-10-28,48,0.984,0.15
10207,34956,3,7,Germany;Frankfurt,2016-10-28,39,0.984,0.15
10208,34957,8,4,Germany;Frankfurt,2016-10-28,38,0.984,0.15
10209,34958,4,3,Czech republic;Brno,2016-10-28,38,0.984,0.15
10210,34959,7,4,Germany;Frankfurt,2016-10-28,34,0.984,0.15
10211,34960,2,5,Germany;Berlin,2016-10-28,32,0.984,0.15
10212,34961,11,1,Czech republic;Prague,2016-10-28,31,0.984,0.15
10213,34962,6,5,Germany;Berlin,2016-10-28,30,0.984,0.15
10214,34963,9,7,Germany;Frankfurt,2016-10-28,29,0.984,0.15
10215,34964,5,4,Germany;Frankfurt,2016-10-28,27,0.984,0.15
10216,34965,8,5,Germany;Berlin,2016-10-28,23,0.984,0.01
10217,34966,5,5,Germany;Berlin,2016-10-28,22,0.984,0.01
10218,34967,2,7,Germany;Frankfurt,2016-10-28,21,0.984,0.01
10219,34968,9,5,Germany;Berlin,2016-10-28,20,0.984,0.01
10220,34969,10,5,Germany;Berlin,2016-10-28,18,0.984,0.01
10221,34970,4,1,Czech republic;Prague,2016-10-28,16,0.984,0.01
10222,34971,3,7,Germany;Frankfurt,2016-10-28,6,0.984,0.0
10223,34972,11,5,Germany;Berlin,2016-10-28,1,0.984,0.0
10224,34973,1,4,Germany;Frankfurt,2016-11-01,147,0.985,0.55
10225,34974,6,3,Czech republic;Brno,2016-11-01,147,0.985,0.55
10226,34975,2,5,Germany;Berlin,2016-11-01,137,0.985,0.55
10227,34976,5,5,Germany;Berlin,2016-11-01,137,0.985,0.55
10228,34977,1,7,Germany;Frankfurt,2016-11-01,134,0.985,0.55
10229,34978,7,7,Germany;Frankfurt,2016-11-01,132,0.985,0.55
10230,34979,10,1,Czech republic;Prague,2016-11-01,125,0.985,0.55
10231,34980,2,4,Germany;Frankfurt,2016-11-01,121,0.985,0.55
10232,34981,9,5,Germany;Berlin,2016-11-01,119,0.985,0.55
10233,34982,6,2,Denmark;Copenhagen,2016-11-01,119,0.985,0.55
10234,34983,5,7,Germany;Frankfurt,2016-11-01,118,0.985,0.55
10235,34984,5,5,Germany;Berlin,2016-11-01,117,0.985,0.55
10236,34985,5,7,Germany;Frankfurt,2016-11-01,101,0.985,0.55
10237,34986,5,3,Czech republic;Brno,2016-11-01,98,0.985,0.4
10238,34987,11,5,Germany;Berlin,2016-11-01,96,0.985,0.4
10239,34988,10,7,Germany;Frankfurt,2016-11-01,94,0.985,0.4
10240,34989,11,5,Germany;Berlin,2016-11-01,93,0.985,0.4
10241,34990,5,7,Germany;Frankfurt,2016-11-01,87,0.985,0.4
10242,34991,1,7,Germany;Frankfurt,2016-11-01,85,0.985,0.4
10243,34992,9,5,Germany;Berlin,2016-11-01,84,0.985,0.4
10244,34993,3,7,Germany;Frankfurt,2016-11-01,73,0.985,0.15
10245,34994,7,7,Germany;Frankfurt,2016-11-01,71,0.985,0.15
10246,34995,10,1,Czech republic;Prague,2016-11-01,71,0.985,0.15
10247,34996,11,1,Czech republic;Prague,2016-11-01,71,0.985,0.15
10248,34997,7,7,Germany;Frankfurt,2016-11-01,67,0.985,0.15
10249,34998,11,5,Germany;Berlin,2016-11-01,61,0.985,0.15
10250,34999,1,5,Germany;Berlin,2016-11-01,59,0.985,0.15
10251,35000,1,5,Germany;Berlin,2016-11-01,54,0.985,0.15
10252,35001,3,1,Czech republic;Prague,2016-11-01,52,0.985,0.15
10253,35002,1,1,Czech republic;Prague,2016-11-01,41,0.985,0.15
10254,35003,8,3,Czech republic;Ostrava,2016-11-01,39,0.985,0.15
10255,35004,4,7,Germany;Frankfurt,2016-11-01,37,0.985,0.15
10256,35005,1,5,Germany;Berlin,2016-11-01,36,0.985,0.15
10257,35006,11,5,Germany;Berlin,2016-11-01,35,0.985,0.15
10258,35007,7,3,Czech republic;Ostrava,2016-11-01,34,0.985,0.15
10259,35008,4,7,Germany;Frankfurt,2016-11-01,30,0.985,0.15
10260,35009,6,5,Germany;Berlin,2016-11-01,26,0.985,0.15
10261,35010,7,7,Germany;Frankfurt,2016-11-01,25,0.985,0.01
10262,35011,11,7,Germany;Frankfurt,2016-11-01,18,0.985,0.01
10263,35012,4,5,Germany;Berlin,2016-11-01,12,0.985,0.01
10264,35013,8,2,Denmark;Copenhagen,2016-11-01,10,0.985,0.0
10265,35014,1,5,Germany;Berlin,2016-11-01,1,0.985,0.0
10266,35015,6,7,Germany;Frankfurt,2016-11-02,146,0.984,0.55
10267,35016,1,3,Czech republic;Brno,2016-11-02,144,0.984,0.55
10268,35017,3,1,Czech republic;Prague,2016-11-02,141,0.984,0.55
10269,35018,9,7,Germany;Frankfurt,2016-11-02,137,0.984,0.55
10270,35019,2,2,Denmark;Copenhagen,2016-11-02,132,0.984,0.55
10271,35020,2,7,Germany;Frankfurt,2016-11-02,131,0.984,0.55
10272,35021,8,7,Germany;Frankfurt,2016-11-02,129,0.984,0.55
10273,35022,10,5,Germany;Berlin,2016-11-02,126,0.984,0.55
10274,35023,7,5,Germany;Berlin,2016-11-02,124,0.984,0.55
10275,35024,8,5,Germany;Berlin,2016-11-02,119,0.984,0.55
10276,35025,6,1,Czech republic;Prague,2016-11-02,116,0.984,0.55
10277,35026,10,5,Germany;Berlin,2016-11-02,112,0.984,0.55
10278,35027,3,4,Germany;Frankfurt,2016-11-02,106,0.984,0.55
10279,35028,1,7,Germany;Frankfurt,2016-11-02,100,0.984,0.55
10280,35029,11,5,Germany;Berlin,2016-11-02,95,0.984,0.4
10281,35030,4,5,Germany;Berlin,2016-11-02,93,0.984,0.4
10282,35031,1,7,Germany;Frankfurt,2016-11-02,90,0.984,0.4
10283,35032,7,5,Germany;Berlin,2016-11-02,89,0.984,0.4
10284,35033,4,7,Germany;Frankfurt,2016-11-02,89,0.984,0.4
10285,35034,3,3,Czech republic;Brno,2016-11-02,85,0.984,0.4
10286,35035,11,3,Czech republic;Ostrava,2016-11-02,83,0.984,0.4
10287,35036,8,5,Germany;Berlin,2016-11-02,79,0.984,0.4
10288,35037,7,5,Germany;Berlin,2016-11-02,71,0.984,0.15
10289,35038,7,7,Germany;Frankfurt,2016-11-02,67,0.984,0.15
10290,35039,3,4,Germany;Frankfurt,2016-11-02,65,0.984,0.15
10291,35040,4,4,Germany;Frankfurt,2016-11-02,61,0.984,0.15
10292,35041,5,5,Germany;Berlin,2016-11-02,59,0.984,0.15
10293,35042,10,5,Germany;Berlin,2016-11-02,55,0.984,0.15
10294,35043,11,5,Germany;Berlin,2016-11-02,50,0.984,0.15
10295,35044,8,5,Germany;Berlin,2016-11-02,50,0.984,0.15
10296,35045,10,2,Denmark;Copenhagen,2016-11-02,49,0.984,0.15
10297,35046,8,5,Germany;Berlin,2016-11-02,46,0.984,0.15
10298,35047,2,1,Czech republic;Prague,2016-11-02,45,0.984,0.15
10299,35048,9,5,Germany;Berlin,2016-11-02,41,0.984,0.15
10300,35049,6,5,Germany;Berlin,2016-11-02,41,0.984,0.15
10301,35050,4,4,Germany;Frankfurt,2016-11-02,41,0.984,0.15
10302,35051,6,1,Czech republic;Prague,2016-11-02,38,0.984,0.15
10303,35052,11,1,Czech republic;Prague,2016-11-02,36,0.984,0.15
10304,35053,11,5,Germany;Berlin,2016-11-02,30,0.984,0.15
10305,35054,6,2,Denmark;Copenhagen,2016-11-02,30,0.984,0.15
10306,35055,1,2,Denmark;Copenhagen,2016-11-02,16,0.984,0.01
10307,35056,2,7,Germany;Frankfurt,2016-11-02,15,0.984,0.01
10308,35057,6,5,Germany;Berlin,2016-11-02,9,0.984,0.0
10309,35058,10,4,Germany;Frankfurt,2016-11-02,2,0.984,0.0
10310,35059,5,5,Germany;Berlin,2016-11-03,142,0.983,0.55
10311,35060,8,3,Czech republic;Ostrava,2016-11-03,140,0.983,0.55
10312,35061,9,6,Germany;Dresden,2016-11-03,137,0.983,0.55
10313,35062,4,4,Germany;Frankfurt,2016-11-03,134,0.983,0.55
10314,35063,11,3,Czech republic;Ostrava,2016-11-03,134,0.983,0.55
10315,35064,7,3,Czech republic;Ostrava,2016-11-03,133,0.983,0.55
10316,35065,3,7,Germany;Frankfurt,2016-11-03,131,0.983,0.55
10317,35066,2,5,Germany;Berlin,2016-11-03,127,0.983,0.55
10318,35067,3,4,Germany;Frankfurt,2016-11-03,125,0.983,0.55
10319,35068,7,5,Germany;Berlin,2016-11-03,124,0.983,0.55
10320,35069,9,2,Denmark;Copenhagen,2016-11-03,123,0.983,0.55
10321,35070,2,3,Czech republic;Brno,2016-11-03,113,0.983,0.55
10322,35071,9,7,Germany;Frankfurt,2016-11-03,112,0.983,0.55
10323,35072,1,5,Germany;Berlin,2016-11-03,107,0.983,0.55
10324,35073,5,7,Germany;Frankfurt,2016-11-03,105,0.983,0.55
10325,35074,3,3,Czech republic;Brno,2016-11-03,103,0.983,0.55
10326,35075,3,3,Czech republic;Brno,2016-11-03,102,0.983,0.55
10327,35076,4,1,Czech republic;Prague,2016-11-03,92,0.983,0.4
10328,35077,6,7,Germany;Frankfurt,2016-11-03,92,0.983,0.4
10329,35078,9,2,Denmark;Copenhagen,2016-11-03,91,0.983,0.4
10330,35079,4,2,Denmark;Copenhagen,2016-11-03,90,0.983,0.4
10331,35080,1,7,Germany;Frankfurt,2016-11-03,89,0.983,0.4
10332,35081,7,1,Czech republic;Prague,2016-11-03,80,0.983,0.4
10333,35082,8,1,Czech republic;Prague,2016-11-03,79,0.983,0.4
10334,35083,10,4,Germany;Frankfurt,2016-11-03,70,0.983,0.15
10335,35084,1,7,Germany;Frankfurt,2016-11-03,69,0.983,0.15
10336,35085,5,1,Czech republic;Prague,2016-11-03,68,0.983,0.15
10337,35086,10,5,Germany;Berlin,2016-11-03,66,0.983,0.15
10338,35087,6,5,Germany;Berlin,2016-11-03,55,0.983,0.15
10339,35088,2,7,Germany;Frankfurt,2016-11-03,53,0.983,0.15
10340,35089,3,5,Germany;Berlin,2016-11-03,53,0.983,0.15
10341,35090,2,5,Germany;Berlin,2016-11-03,45,0.983,0.15
10342,35091,4,7,Germany;Frankfurt,2016-11-03,42,0.983,0.15
10343,35092,9,7,Germany;Frankfurt,2016-11-03,37,0.983,0.15
10344,35093,5,4,Germany;Frankfurt,2016-11-03,33,0.983,0.15
10345,35094,5,6,Germany;Dresden,2016-11-03,30,0.983,0.15
10346,35095,2,1,Czech republic;Prague,2016-11-03,30,0.983,0.15
10347,35096,2,2,Denmark;Copenhagen,2016-11-03,29,0.983,0.15
10348,35097,6,6,Germany;Dresden,2016-11-03,25,0.983,0.01
10349,35098,1,2,Denmark;Copenhagen,2016-11-03,24,0.983,0.01
10350,35099,6,4,Germany;Frankfurt,2016-11-03,24,0.983,0.01
10351,35100,10,7,Germany;Frankfurt,2016-11-03,22,0.983,0.01
10352,35101,3,6,Germany;Dresden,2016-11-03,21,0.983,0.01
10353,35102,1,2,Denmark;Copenhagen,2016-11-03,21,0.983,0.01
10354,35103,9,7,Germany;Frankfurt,2016-11-03,18,0.983,0.01
10355,35104,10,5,Germany;Berlin,2016-11-03,16,0.983,0.01
10356,35105,1,7,Germany;Frankfurt,2016-11-03,12,0.983,0.01
10357,35106,10,7,Germany;Frankfurt,2016-11-03,9,0.983,0.0
10358,35107,11,2,Denmark;Copenhagen,2016-11-03,7,0.983,0.0
10359,35108,3,4,Germany;Frankfurt,2016-11-03,6,0.983,0.0
10360,35109,6,7,Germany;Frankfurt,2016-11-03,5,0.983,0.0
10361,35110,3,4,Germany;Frankfurt,2016-11-03,2,0.983,0.0
10362,35111,1,7,Germany;Frankfurt,2016-11-04,149,0.982,0.55
10363,35112,6,7,Germany;Frankfurt,2016-11-04,142,0.982,0.55
10364,35113,3,3,Czech republic;Brno,2016-11-04,140,0.982,0.55
10365,35114,11,7,Germany;Frankfurt,2016-11-04,138,0.982,0.55
10366,35115,5,1,Czech republic;Prague,2016-11-04,135,0.982,0.55
10367,35116,1,3,Czech republic;Brno,2016-11-04,134,0.982,0.55
10368,35117,10,5,Germany;Berlin,2016-11-04,134,0.982,0.55
10369,35118,2,5,Germany;Berlin,2016-11-04,131,0.982,0.55
10370,35119,9,6,Germany;Dresden,2016-11-04,131,0.982,0.55
